filter_name，score，avg_like,img1,img2,img3,img4
Normal,122,19,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11312074_608140322622872_1972831664_n.jpg,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11334607_1640600996172839_1100939408_n.jpg,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11252463_1676710102556986_903233392_n.jpg,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11430222_827601290665093_1747646258_n.jpg
Juno,16,8,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11417355_1417499021908523_1938511627_n.jpg,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11377467_864729130241068_11082345_n.jpg,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11283395_456933567814949_323815376_n.jpg,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11358308_707756492687405_955682511_n.jpg
Lark,13,8,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11281980_1601115983460132_1309032076_n.jpg,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11330818_1443336542636557_530175247_n.jpg,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11357495_956753477679839_220430660_n.jpg,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11283289_730790953696874_674266992_n.jpg
Ludwig,8,27,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11325959_774233969363258_169684388_n.jpg,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11419169_409479859236251_2056293219_n.jpg,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11426432_1617934451812157_822701717_n.jpg,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11379252_1860901837467656_468698192_n.jpg
Valencia,6,31,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11379085_679530012191038_1000419527_n.jpg,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11355124_1568151970114987_1619295517_n.jpg,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11374547_872267346178509_1897293624_n.jpg,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11280238_1650148385201355_1404896602_n.jpg
X-Pro II,6,17,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/10731942_1596206293965228_414891931_n.jpg,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11376463_1458852847762557_1320571135_n.jpg,https://scontent.cdninstagram.com/hphotos-xpa1/t51.2885-15/e15/11137886_788577187918047_1387041616_n.jpg,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11348377_359743797568680_2071707547_n.jpg
Reyes,5,9,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11377486_1573648396229622_409024158_n.jpg,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11417369_361701224028834_1260190104_n.jpg,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11334505_387869111419411_1826176092_n.jpg,https://scontent.cdninstagram.com/hphotos-xpf1/t51.2885-15/e15/10175326_1456305054666772_1256523948_n.jpg
Sierra,5,5,https://scontent.cdninstagram.com/hphotos-xpf1/t51.2885-15/e15/1527629_759544944163010_1010763382_n.jpg,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11283282_121466178184505_726007160_n.jpg,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11348383_1450464295250247_1685225831_n.jpg,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11421803_1440414359595599_75939349_n.jpg
Crema,4,64,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11378542_1582259338701884_369175641_n.jpg,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11357004_581604571980382_1005585792_n.jpg,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11420904_587059178063282_1126824889_n.jpg,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11418991_265211093654050_2145922619_n.jpg
Lo-fi,4,31,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11377485_1458926111068242_597644807_n.jpg,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11377523_426798200778494_2121583331_n.jpg,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11426390_483639075132570_1266964748_n.jpg,https://scontent.cdninstagram.com/hphotos-xap1/l/t51.2885-15/e15/923757_850095645026694_1578584496_n.jpg
Amaro,4,10,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11276270_854128817997266_1572593096_n.jpg,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11379160_1647254248841584_1722227122_n.jpg,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11386564_492655934215947_1434134248_n.jpg,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11333358_636651456471554_1054722962_n.jpg
